user_id,transaction_id,amount,transaction_date,due_date,category,balance,credit_limit
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,df96f03c-bcf5-40a1-aef6-3253865d783b,3466.67,2024-11-05,2024-11-05,petrol,35385.33,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,5ac67044-46df-49ae-9a13-8785ad75952e,7222.59,2024-11-17,2024-11-17,petrol,31629.41,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,735ab70a-f461-4782-b165-a315e9617214,8746.86,2024-11-04,2024-11-04,petrol,30105.14,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,6dacb60b-2b6a-462d-8917-893443694373,9125.46,2024-11-17,2024-11-17,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,be595846-acd3-4c14-9d7b-15f10592a322,2086.03,2024-11-13,2024-11-13,subscription,36765.97,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,8ffc8e09-21a0-4302-8df5-3776b7f160a6,5401.96,2024-11-22,2024-11-22,rent,33450.04,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,493a8136-a19d-4eb1-9faf-a06092ad550c,646.34,2024-11-19,2024-11-19,solar,38205.66,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,08f8a2d9-2048-49b4-b3ec-3b42100940d4,7385.38,2024-12-07,2024-12-07,utility,31466.62,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,483de832-5a8b-4df9-8796-d5990150c205,2992.57,2024-12-30,2024-12-30,utility,35859.43,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,1bba0a86-c33c-4f75-9035-1b937bee82d3,8228.32,2024-12-04,2024-12-04,petrol,30623.68,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,1613b4a7-d200-4664-bfac-d891f2075260,5930.61,2024-12-22,2024-12-22,subscription,32921.39,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,86457fcd-a709-4c89-9446-4eaf4f7c9d09,3532.7,2024-12-29,2024-12-29,utility,35319.3,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,4418a8a2-ba88-4fa6-972f-42a74cd1fe8f,9437.14,2024-12-02,2024-12-02,utility,29414.86,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,918217ae-22bd-4945-bd28-8db6e44d5036,4857.38,2024-12-21,2024-12-21,solar,33994.62,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,9781b0bf-312a-4ed0-8a10-4cfd97bcae39,7667.02,2025-01-24,2025-01-24,other,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,e26afaf0-06be-4f8e-a564-05ed272c3b35,4826.03,2025-01-16,2025-01-16,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,968be0e2-cc1b-45e8-8435-99342a05824a,1109.2,2025-01-19,2025-01-15,utility,37742.8,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,25d37c61-5bc0-44fe-aaa9-84435ee3920c,8343.28,2025-01-03,2025-01-03,petrol,30508.72,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,91216026-c914-4cd4-adc6-3fed7a86d0f7,4509.67,2025-01-06,2025-01-06,petrol,34342.33,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,055398f4-2b83-4bdc-a439-b181be620e37,8649.34,2025-01-11,2025-01-11,petrol,30202.66,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,52928ecc-9ff7-439a-88bb-f437ecc6f053,6291.97,2025-01-22,2025-01-22,rent,32560.03,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,e41d3aa4-6082-460f-9330-2cbd0af0fe4a,3946.41,2025-01-12,2025-01-12,utility,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,401622f4-dba2-483a-b170-985abfaf765d,6052.75,2025-01-21,2025-01-21,petrol,32799.25,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,573a58f4-05a5-4f17-995a-eee4a263f211,1714.87,2025-01-26,2025-01-26,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,260e37fd-30ee-4b58-8d25-98ebd6f3acf6,6749.9,2025-01-12,2025-01-12,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,ee8b3d2b-445c-4d89-b301-f118dfce5b13,6193.11,2025-02-19,2025-02-19,subscription,32658.89,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,8b8bedf6-ee58-48ed-abef-4e130de21ab7,5366.97,2025-02-07,2025-02-07,petrol,33485.03,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,24a6bf00-395a-4a51-950f-65cbad50a2e6,2412.82,2025-02-16,2025-02-15,utility,36439.18,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,1bb8999f-1173-4716-89a7-df288666b77e,669.93,2025-02-20,2025-02-20,subscription,38182.07,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,54261d06-8d13-4c45-8976-037d6907e940,8697.88,2025-02-16,2025-02-16,other,30154.120000000003,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,39b77cd4-ae4e-4e3e-a42c-877be57caeb0,2775.91,2025-02-24,2025-02-24,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,779900dc-d351-46fa-8de2-138c6b624936,7253.67,2025-02-15,2025-02-15,rent,31598.33,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,1d2743e8-9949-486d-8838-e25f641b91e2,4871.15,2025-02-19,2025-02-19,rent,33980.85,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,e1d18a15-4ce0-4bb1-ba53-2c28e98086cf,4179.21,2025-02-25,2025-02-25,utility,34672.79,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,ceb5a0c7-1a1b-4bce-a836-cfd53f959d8b,7496.81,2025-02-07,2025-02-07,petrol,31355.19,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,ead86d47-507d-4e01-82e1-3c104d976bf9,9587.18,2025-02-07,2025-02-07,utility,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,3cb6d3fd-975e-44cd-a907-9bc9a05c4185,6198.99,2025-02-13,2025-02-13,rent,32653.010000000002,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,af9ba433-30af-4a72-8815-38f3cd8e7649,2377.65,2025-03-15,2025-03-15,other,36474.35,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,373afeb2-74e6-4621-a90e-35cd6d3e5032,9784.05,2025-03-27,2025-03-27,utility,29067.95,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,006867df-5ed7-46eb-959d-68a0640683c2,9811.44,2025-03-26,2025-03-26,utility,29040.559999999998,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,987c2f48-adc7-4f0a-87fc-af6d2d98afff,2743.74,2025-03-20,2025-03-20,other,36108.26,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,7eb8a3e9-f02d-4601-8aa7-deff883c3d7c,1917.12,2025-03-19,2025-03-19,petrol,36934.88,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,a4d13dd4-4b67-4cef-853c-2991aef0b4c1,5721.2,2025-03-23,2025-03-23,utility,33130.8,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,829869be-3b16-49dd-aa46-9e98c0af694c,5334.34,2025-03-22,2025-03-22,other,33517.66,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,7e734cfe-6b30-45e8-8b1c-986057dbba1f,4892.56,2025-03-25,2025-03-25,petrol,33959.44,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,bea36f0e-0eb4-42ce-b0d6-8c24159319bc,9216.42,2025-03-10,2025-03-10,solar,29635.58,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,978977fc-e0f3-4d2e-8298-6af790c5f682,9294.87,2025-03-22,2025-03-22,rent,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,11c3040d-6cd3-4ff1-b797-13129ad7e3e8,2396.76,2025-03-06,2025-03-06,petrol,36455.24,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,7f472f31-85a3-4a4b-8182-9776fd351a51,2366.62,2025-03-12,2025-03-12,solar,36485.38,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,f525a33f-9a12-42f6-890d-5104fd45b31b,6222.39,2025-03-14,2025-03-13,petrol,38852.0,50000
c0b55859-cdd7-44c4-8c03-de47ad66eaa9,acb998be-9f7d-4907-bd24-d79dc73a4067,4352.53,2025-03-15,2025-03-15,petrol,34499.47,50000
ffea3378-776f-4e46-b82d-d3ff97f33a38,5cfdff9c-2457-421b-8636-a34b9da1a222,3489.22,2024-10-12,2024-10-12,other,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,71a640fd-ad0b-4c7a-b382-b55ba4f7f576,7702.37,2024-10-04,2024-10-04,utility,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,ed4be951-a435-4e25-a68b-0cf37c017f15,5049.52,2024-10-07,2024-10-07,other,40451.479999999996,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,6c843b05-2d59-441c-8f56-c22ccd7430ee,2920.35,2024-10-19,2024-10-19,other,42580.65,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,37774ec0-41bb-469d-9c94-21bb84a10f65,9414.75,2024-10-21,2024-10-21,rent,36086.25,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,c3b7d31b-424c-4e97-8cc5-99994760b0c9,2540.21,2024-10-26,2024-10-26,utility,42960.79,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,e2e5a9cf-a5c8-4b8c-8c9d-8e8bdd124735,5163.06,2024-10-21,2024-10-21,other,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,9ac0b53e-f7e3-44dc-a63d-7a90bca5cb0f,4510.33,2024-10-22,2024-10-22,rent,40990.67,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,b7962005-89c7-4ac7-baf2-0f9d3c0be346,1730.55,2024-10-28,2024-10-28,other,43770.45,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,d24c8c77-8db7-41bc-bcf6-55f247504ce8,3992.09,2024-10-08,2024-10-08,utility,41508.91,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,3b46116c-5197-453b-9ed4-fd03be5f98dc,2413.08,2024-10-28,2024-10-28,utility,43087.92,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,37b93e08-e145-4acc-810a-7dd06ff019e4,4897.4,2024-10-07,2024-10-07,petrol,40603.6,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,ff16f8aa-47e9-4955-a532-f513dc230736,7614.95,2024-10-01,2024-10-01,utility,37886.05,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,4bd4aea8-df02-4b5a-82a4-4fa40efa420e,8075.27,2024-11-03,2024-11-03,solar,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,afef4a13-af02-4c3f-b50d-a9fa0d4b5ccc,1833.3,2024-11-02,2024-11-02,solar,43667.7,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,30ca99c1-eb77-48bc-bc15-a271154f3c46,999.02,2024-11-28,2024-11-28,rent,44501.98,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,3b5dd477-22e9-4bdb-a792-7bd2c787cd87,813.15,2024-11-21,2024-11-21,other,44687.85,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,73b09ad3-9d55-4f9f-af9b-00e210e88645,3910.77,2024-11-06,2024-11-06,utility,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,37e5cd7a-e065-4bc3-91bc-1148d0a27fbc,1015.83,2024-11-24,2024-11-24,utility,44485.17,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,74341d12-aea2-4dcf-9abb-2ebd00542745,1625.07,2024-11-17,2024-11-17,petrol,43875.93,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,afa65f51-7362-4c02-82a1-a58a1efbec3d,5808.71,2024-11-29,2024-11-29,other,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,9c08e33e-13b8-404f-bb6f-1fdfe759e26b,8995.04,2024-11-19,2024-11-19,rent,36505.96,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,11c9ab51-752b-4508-8f03-58c8ed54bae8,3523.31,2024-11-05,2024-11-05,petrol,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,ee0816d1-68fa-4c77-8ccd-129f7bc04e5c,8843.59,2024-11-04,2024-11-04,petrol,36657.41,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,b27771b7-d704-43b7-b3a5-8132b6819731,7695.99,2024-11-24,2024-11-21,other,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,58ede8dc-f122-4827-beb7-fb548ec8fa5a,9646.26,2024-11-06,2024-11-06,utility,35854.74,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,591e5415-f55c-44e7-b2e9-2bdfa812ab14,7969.63,2024-11-15,2024-11-15,rent,37531.37,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,a8a59fd0-73de-4aaf-be77-77719e95eb06,928.23,2024-12-23,2024-12-23,solar,44572.77,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,c6abb39f-ec36-46cf-b10f-755934645c39,7261.0,2024-12-18,2024-12-18,utility,38240.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,338c520a-cf32-4e1d-8398-f3240dfde48f,5031.7,2024-12-10,2024-12-10,rent,40469.3,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,f7034761-416a-4644-8eaf-a32413d518ce,1300.54,2024-12-27,2024-12-27,petrol,44200.46,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,36c988b9-c131-48a3-b0cf-d63cc55a9c99,2867.68,2024-12-20,2024-12-20,rent,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,f8ba056e-4fda-43aa-b461-e2eb7cb236ea,3956.84,2024-12-03,2024-12-03,petrol,41544.16,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,861c2bd3-bfc0-480e-8c40-bd6bc505562a,3943.33,2024-12-14,2024-12-14,petrol,41557.67,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,f0cebc40-e63b-491e-b639-bd1b47221bc4,761.64,2024-12-18,2024-12-18,solar,44739.36,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,6acfd497-fa3e-4d6c-83c2-3cb3eae1062f,6137.85,2024-12-01,2024-12-01,rent,39363.15,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,35fa9cfa-baab-415f-841b-3c42811d067a,4310.61,2024-12-12,2024-12-12,other,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,8a864cb2-1c51-4c88-89dd-f8cec16a3e91,4202.98,2024-12-07,2024-12-07,utility,41298.020000000004,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,e69118e5-90b7-4999-8f0f-8abf312899b5,512.31,2024-12-04,2024-12-04,petrol,44988.69,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,1d7f1d77-65e4-48d1-a913-a693d2a7ece5,6128.82,2024-12-15,2024-12-15,subscription,39372.18,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,0763babb-c631-41b2-8f3d-d8ac3e9f35d3,2017.14,2025-01-26,2025-01-26,petrol,43483.86,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,b9b1584c-b456-46df-a65c-ef85ac63324a,3895.77,2025-01-09,2025-01-09,petrol,41605.23,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,3544607c-092c-457c-a39a-67166c8599c3,9286.9,2025-01-13,2025-01-13,solar,36214.1,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,bdb377eb-474b-40e2-952f-bf3250e12e33,7697.25,2025-01-07,2025-01-07,petrol,37803.75,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,28385184-3447-48f4-a73d-edc49d864603,1737.77,2025-01-24,2025-01-24,petrol,43763.23,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,4de6ba69-bc42-40c4-9f1a-44f686b1b0f7,1434.57,2025-01-18,2025-01-18,solar,45501.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,777375f6-6af8-4f44-8a52-4f957484bb47,8791.12,2025-01-22,2025-01-22,petrol,36709.88,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,df8302fb-1e40-46b3-b5e8-582bd11a569e,3108.05,2025-02-10,2025-02-10,other,42392.95,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,2c0a3eb9-04f2-46ac-adad-1249c063cd47,4572.0,2025-02-01,2025-02-01,subscription,40929.0,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,d97ea14d-7108-4c78-b0a8-dc14cf5d6b4f,3517.03,2025-02-23,2025-02-23,petrol,41983.97,100000
ffea3378-776f-4e46-b82d-d3ff97f33a38,4716f684-5168-4c46-bfec-5328f62c733f,4871.88,2025-02-03,2025-02-03,petrol,40629.12,100000
